id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,,
430,949,Discover,Credit,6667487813805780,Dec-20,869,YES,2,$20700,Jan-20,2020,,
2249,949,Mastercard,Debit,5026926528558430,Jun-23,88,YES,2,$15813,Mar-10,2011,,
574,949,Mastercard,Debit (Prepaid),5230200235683630,Feb-20,31,YES,2,$41,Jan-20,2020,,
3549,949,Mastercard,Credit,5272390505326900,Jun-22,137,YES,2,$8000,Jun-12,2012,,
3598,1281,Visa,Credit,4150741409734990,Aug-21,36,YES,2,$6600,Jun-15,2015,,
4775,1281,Mastercard,Debit,5111772382182980,Nov-22,613,YES,2,$15149,Sep-10,2010,,
3095,1281,Mastercard,Credit,5360137436970940,Jan-17,838,YES,1,$10100,May-11,2016,,
2902,1281,Mastercard,Debit,5072405422049280,Oct-23,218,YES,2,$14720,May-06,2014,,
5394,1281,Visa,Debit (Prepaid),4850365258362640,Nov-23,234,YES,1,$28,Nov-03,2018,,
3589,1281,Mastercard,Credit,5984801708604390,Mar-19,199,YES,2,$3600,Jun-15,2015,,
5116,1428,Mastercard,Debit (Prepaid),5027529544926440,Dec-22,25,YES,1,$47,Oct-08,2016,,
3163,433,Mastercard,Debit,5647678785895090,Oct-24,728,YES,1,$10179,May-15,2015,,
3868,433,Visa,Credit,4421198077171170,Sep-20,672,YES,2,$10600,Jul-08,2014,,
2903,433,Mastercard,Debit,5168270261449730,Aug-07,417,YES,2,$14716,May-06,2012,,
2370,433,Amex,Credit,365863370015670,Aug-20,62,YES,2,$12600,Mar-18,2018,,
4866,433,Visa,Debit (Prepaid),4441251898273990,Dec-17,539,YES,1,$96,Sep-13,2013,,
5606,433,Mastercard,Debit (Prepaid),5758062322827450,Feb-20,705,YES,1,$73,Nov-10,2010,,
4040,584,Visa,Credit,4420105255078890,Apr-21,771,YES,1,$6500,Jul-15,2015,,
3878,584,Amex,Credit,346940257761158,Nov-23,947,YES,2,$9300,Jul-09,2009,,
51,584,Mastercard,Debit,5556324903959050,Dec-23,331,NO,2,$8970,Jan-04,2010,,
5800,1832,Visa,Credit,4992452788404190,May-23,62,YES,1,$11700,Dec-03,2013,,
5932,1832,Mastercard,Debit,5617468224391710,Jun-21,668,YES,1,$2841,Dec-08,2013,,
4636,222,Mastercard,Debit,5747958873333080,May-21,825,YES,1,$46621,Sep-07,2010,,
4619,222,Visa,Debit,4850638391545330,Nov-06,739,YES,2,$62855,Sep-06,2006,,
4821,222,Visa,Debit,4677263098292780,Oct-14,224,YES,1,$46521,Sep-11,2012,,
4562,648,Visa,Credit,4143468711704430,Jun-08,494,YES,2,$4100,Sep-04,2010,,
3474,648,Mastercard,Credit,5409476939542310,Jan-20,683,YES,1,$9200,Jun-10,2010,,
3888,648,Mastercard,Credit,5007364960274320,Oct-20,704,YES,2,$2800,Jul-09,2010,,
6135,1939,Amex,Credit,311541518015615,Aug-24,777,YES,2,$4200,Dec-18,2018,,
575,722,Mastercard,Debit,5364678125237320,Sep-22,987,YES,2,$21794,Jan-20,2020,,
4204,1889,Mastercard,Debit (Prepaid),5345398805896140,Nov-15,124,YES,1,$58,Aug-07,2009,,
1176,1889,Mastercard,Credit,5581736783190390,Aug-21,839,YES,1,$11400,Feb-09,2014,,
2618,1889,Visa,Debit,4763467572950700,Jul-16,73,YES,2,$15781,Apr-09,2015,,
5416,1889,Visa,Debit,4054285627938350,Oct-23,16,YES,1,$26906,Nov-04,2016,,
5890,1889,Mastercard,Debit,5098426242847290,Oct-24,718,YES,2,$10228,Dec-07,2014,,
2694,1229,Mastercard,Debit (Prepaid),5325455545002990,Oct-23,421,YES,2,$74,Apr-12,2012,,
2427,1229,Discover,Credit,6868773214447880,Feb-20,279,YES,1,$12600,Apr-02,2010,,
3282,1229,Visa,Credit,4751829096986110,Feb-19,153,YES,2,$7600,Jun-04,2010,,
5547,1229,Visa,Debit,4395114522983450,Jun-24,237,YES,1,$33080,Nov-08,2008,,
386,1229,Visa,Debit,4387900091455990,Mar-20,509,NO,1,$17954,Jan-19,2019,,
272,1229,Mastercard,Debit,5896034364726400,Jan-23,588,YES,1,$19238,Jan-11,2011,,
5083,505,Mastercard,Debit,5608387837637860,Jan-23,147,YES,2,$14912,Oct-07,2009,,
2222,505,Mastercard,Debit,5990568998813170,Nov-15,843,YES,2,$5258,Mar-09,2013,,
5173,1083,Visa,Credit,4664688687059370,Dec-20,887,YES,1,$11300,Oct-09,2011,,
3710,1083,Mastercard,Debit,5866158485564720,Oct-22,48,YES,1,$24455,Jul-04,2014,,
5527,1083,Mastercard,Debit,5130413246944820,Aug-16,942,YES,2,$463,Nov-08,2010,,
3447,1083,Visa,Debit,4275554691937660,Feb-10,49,YES,2,$5511,Jun-09,2012,,
4448,1656,Mastercard,Debit,5955659249394040,Sep-20,572,YES,2,$20097,Aug-15,2015,,
834,1656,Visa,Debit,4743530458676220,Jul-21,364,YES,2,$14200,Jan-20,2020,,
1611,1656,Mastercard,Debit,5633119819093510,Mar-24,914,YES,1,$16415,Feb-20,2020,,
1612,568,Mastercard,Debit,5938598749066570,Feb-20,412,YES,2,$1926,Feb-20,2020,,
1050,1373,Mastercard,Credit,5105665544771120,Aug-20,485,NO,1,$11000,Feb-05,2013,,
4074,1373,Amex,Credit,339152347601252,Jul-24,985,YES,2,$5700,Jul-19,2019,,
1194,667,Visa,Debit,4793849043206020,Nov-19,994,YES,1,$26024,Feb-09,2013,,
5063,667,Visa,Debit,4671059630101370,Mar-24,853,YES,2,$4599,Oct-06,2013,,
5408,667,Mastercard,Debit,5308236765304850,Apr-20,123,YES,2,$8522,Nov-04,2015,,
4563,667,Visa,Debit,4223920442824590,Aug-23,77,YES,2,$45854,Sep-04,2013,,
5891,667,Mastercard,Debit,5734290503257910,Apr-24,170,YES,1,$38194,Dec-07,2012,,
2929,480,Mastercard,Debit,5620895880327850,Sep-22,944,YES,1,$51051,May-07,2012,,
5409,480,Mastercard,Credit,5663590882219200,Jan-20,673,NO,1,$30800,Nov-04,2007,,
4872,480,Mastercard,Credit,5820692615463300,Aug-23,905,YES,2,$23400,Sep-14,2014,,
3388,480,Mastercard,Credit,5732115154614430,Jan-22,821,YES,2,$24800,Jun-08,2013,,
5607,480,Mastercard,Debit (Prepaid),5990674029501130,Mar-23,331,YES,1,$48,Nov-10,2012,,
4670,480,Mastercard,Credit,5178103003337410,Jul-24,944,YES,2,$8700,Sep-08,2011,,
2764,569,Visa,Credit,4345309820081330,Aug-22,761,YES,2,$5900,Apr-16,2016,,
5608,1600,Mastercard,Debit,5986596679422090,Mar-21,556,YES,2,$5059,Nov-10,2010,,
5050,1600,Mastercard,Debit,5580555303942260,May-21,975,YES,2,$22446,Oct-06,2012,,
4251,1600,Mastercard,Debit,5981687076393970,Aug-23,248,YES,1,$48754,Aug-08,2013,,
3498,1063,Visa,Credit,4724626131573860,Jun-23,408,YES,1,$9300,Jun-10,2010,,
2015,1063,Visa,Debit,4272145779221850,Dec-22,960,YES,2,$15265,Mar-00,2009,,
400,1063,Amex,Credit,321238694524282,Nov-22,959,YES,2,$12500,Jan-20,2020,,
5683,1063,Mastercard,Debit,5487742107326260,Jul-15,71,YES,1,$28805,Nov-13,2013,,
1009,1063,Amex,Credit,366720676943558,Nov-03,14,YES,1,$9800,Feb-03,2013,,
3850,32,Mastercard,Credit,5874079264605270,May-12,569,YES,1,$11600,Jul-08,2012,,
5382,32,Mastercard,Debit,5800646935618680,Dec-23,606,YES,2,$26501,Nov-02,2019,,
3475,32,Mastercard,Debit,5694871166428050,Dec-20,965,NO,2,$11121,Jun-10,2013,,
1087,32,Mastercard,Debit,5666612651246360,Apr-21,633,YES,2,$2352,Feb-06,2012,,
576,1040,Mastercard,Debit,5888304398785410,Feb-20,957,YES,1,$62317,Jan-20,2020,,
401,1040,Amex,Credit,373001607540829,Jul-20,141,YES,2,$16400,Jan-20,2020,,
4798,396,Visa,Debit (Prepaid),4449334595737950,Feb-23,963,NO,2,$65,Sep-10,2011,,
2785,396,Visa,Debit (Prepaid),4976990803040920,Feb-20,280,YES,1,$63,Apr-18,2018,,
4911,396,Mastercard,Debit (Prepaid),5855912828685060,Oct-20,998,NO,1,$69,Sep-17,2017,,
5395,396,Visa,Credit,4481459177871860,Nov-03,407,YES,2,$36900,Nov-03,2014,,
4300,396,Visa,Debit,4534286446272160,Oct-24,909,YES,2,$10875,Aug-09,2020,,
999,1498,Mastercard,Debit (Prepaid),5909422442877720,Dec-24,904,YES,2,$65,Feb-02,2008,,
3735,1498,Mastercard,Debit (Prepaid),5031500070846560,Apr-23,242,YES,2,$76,Jul-05,2010,,
577,1498,Mastercard,Debit,5467709707043930,Mar-24,414,YES,2,$15781,Jan-20,2020,,
2232,1498,Visa,Debit,4138930585575370,Jun-19,145,YES,1,$22227,Mar-09,2010,,
1613,104,Mastercard,Debit,5142639208685540,Feb-20,219,YES,2,$4924,Feb-20,2020,,
3161,104,Discover,Credit,6464999389821770,Sep-20,611,YES,1,$6300,May-15,2015,,
4205,104,Mastercard,Credit,5510383883718880,May-24,39,NO,1,$8000,Aug-07,2020,,
835,1062,Visa,Debit,4704183403153630,Feb-20,877,NO,1,$18432,Jan-20,2020,,
1390,1062,Mastercard,Debit (Prepaid),5959889429403770,Feb-20,978,YES,2,$86,Feb-19,2019,,
4363,1062,Mastercard,Debit,5880409088686130,Sep-20,549,YES,2,$11666,Aug-11,2011,,
1409,1845,Amex,Credit,327497948507859,Feb-20,829,YES,1,$22900,Feb-20,2020,,
5892,1657,Mastercard,Credit,5806776060660010,Jun-21,573,YES,1,$7800,Dec-07,2007,,
2183,1106,Mastercard,Debit,5807306830246690,Aug-23,218,YES,1,$10462,Mar-08,2015,,
3964,1106,Amex,Credit,355949624026502,Dec-12,895,YES,2,$11000,Jul-11,2011,,
2335,1106,Visa,Debit,4093331419395750,Dec-23,813,YES,1,$16927,Mar-14,2014,,
2550,1867,Visa,Debit (Prepaid),4562657491942630,Apr-15,23,YES,2,$96,Apr-07,2015,,
5238,1045,Mastercard,Debit (Prepaid),5957384655695390,Jul-21,529,YES,1,$95,Oct-11,2011,,
5462,1786,Mastercard,Credit,5280439372458360,Mar-23,656,YES,2,$2400,Nov-06,2010,,
2250,1786,Mastercard,Debit,5212105993740360,Sep-23,749,YES,1,$12127,Mar-10,2010,,
5463,1786,Mastercard,Credit,5639561447744150,Nov-20,247,YES,1,$18400,Nov-06,2014,,
1000,1786,Mastercard,Debit,5532586114473890,Sep-24,288,YES,1,$8273,Feb-02,2009,,
3789,1786,Visa,Debit,4664101203758460,Jan-22,79,YES,2,$16641,Jul-06,2014,,
2392,1569,Visa,Credit,4294423018570250,Mar-22,724,YES,1,$10300,Apr-93,2013,,
4109,1569,Mastercard,Debit,5176230872859770,May-20,560,NO,2,$13841,Aug-02,2010,,
2458,1569,Mastercard,Debit,5837677839033840,Jul-24,153,YES,2,$2054,Apr-04,2015,,
5098,1569,Visa,Credit,4642362910157960,Sep-22,415,YES,2,$5100,Oct-07,2011,,
3519,899,Mastercard,Debit,5972582186298210,Feb-16,369,NO,1,$22172,Jun-11,2016,,
2429,1595,Mastercard,Debit,5755792909736490,Aug-23,338,YES,1,$17749,Apr-02,2011,,
2472,1595,Visa,Credit,4800542079346440,Sep-21,673,YES,1,$12700,Apr-04,2011,,
1447,446,Discover,Credit,6154268030880320,Feb-20,171,YES,2,$11100,Feb-20,2020,,
3581,53,Mastercard,Debit,5671275511039260,Jul-24,152,NO,2,$16923,Jun-14,2014,,
3267,53,Amex,Credit,311447548311580,Apr-20,560,YES,1,$14800,Jun-04,2010,,
4620,53,Visa,Debit (Prepaid),4555062684626830,Sep-09,63,YES,1,$49,Sep-06,2011,,
1410,1136,Amex,Credit,349691331721092,Jul-20,122,YES,1,$19000,Feb-20,2020,,
1614,1136,Mastercard,Debit,5672629395790520,Apr-22,509,YES,2,$22067,Feb-20,2020,,
1885,1136,Visa,Credit,4499074473589640,Jan-23,333,YES,2,$11500,Feb-20,2020,,
1159,551,Visa,Debit,4527984307819250,Mar-12,502,YES,2,$19017,Feb-08,2012,,
4637,551,Mastercard,Debit,5830088551579350,Aug-23,234,YES,2,$13863,Sep-07,2014,,
3341,551,Discover,Credit,6207684045556320,Jun-08,297,YES,2,$400,Jun-07,2010,,
2795,1491,Visa,Credit,4478225264154010,Mar-06,285,YES,2,$5100,May-97,2010,,
5410,1491,Mastercard,Debit,5791246266185470,Feb-24,833,YES,1,$17620,Nov-04,2011,,
5732,1491,Mastercard,Debit,5388327407245080,Dec-18,809,YES,2,$23572,Nov-17,2017,,
3019,1491,Visa,Debit,4844854154690490,May-23,285,YES,2,$20773,May-09,2011,,
1249,330,Visa,Debit,4013218758934390,Oct-12,551,YES,2,$25124,Feb-10,2010,,
2402,392,Mastercard,Debit,5397399966487860,Aug-23,71,YES,1,$19465,Apr-98,2012,,
4380,392,Visa,Credit,4634733858816470,Dec-21,388,YES,1,$14100,Aug-11,2013,,
3307,392,Visa,Debit (Prepaid),4935298479806410,Aug-22,570,YES,2,$32,Jun-05,2012,,
5153,1144,Mastercard,Debit,5270047889650770,Sep-24,586,YES,2,$16109,Oct-09,2009,,
4172,1144,Discover,Credit,6163698170878870,Jan-10,324,YES,1,$8100,Aug-06,2008,,
4141,1144,Visa,Debit,4133372133177610,Apr-24,36,YES,2,$16454,Aug-04,2010,,
2223,1144,Mastercard,Credit,5519338595052190,Apr-24,968,YES,2,$7300,Mar-09,2010,,
2459,1163,Mastercard,Debit (Prepaid),5611180263447980,Apr-20,946,NO,2,$46,Apr-04,2010,,
2275,1163,Mastercard,Credit,5056525550531000,Jul-22,251,YES,2,$22200,Mar-11,2011,,
4236,1163,Amex,Credit,337414078660495,Jun-24,833,YES,1,$26900,Aug-08,2009,,
5227,230,Amex,Credit,327212376390677,Aug-23,611,YES,2,$8700,Oct-11,2013,,
5788,230,Amex,Credit,389676870614061,Oct-22,391,YES,2,$4000,Dec-03,2006,,
5893,230,Mastercard,Credit,5761118180884910,Feb-20,236,YES,1,$7200,Dec-07,2012,,
5033,230,Visa,Debit,4440890128195970,Sep-22,434,NO,2,$14362,Oct-05,2006,,
1301,1066,Mastercard,Debit,5803246848212920,Aug-23,269,YES,2,$20060,Feb-12,2012,,
1126,1066,Visa,Debit,4623474503708070,Nov-22,960,YES,2,$17309,Feb-07,2010,,
2460,460,Mastercard,Debit,5024786214713140,Sep-22,877,YES,1,$38354,Apr-04,2010,,
3805,460,Mastercard,Debit,5504734087292060,Sep-23,435,YES,2,$49107,Jul-07,2011,,
5470,460,Visa,Debit,4858755901764600,Oct-20,766,YES,1,$8468,Nov-06,2010,,
4534,460,Mastercard,Debit,5577008661015600,Feb-24,114,YES,1,$28877,Sep-03,2017,,
5252,1661,Visa,Debit,4835541986783110,Feb-20,417,YES,1,$33713,Oct-11,2011,,
5983,1661,Visa,Credit,4294634745639510,Sep-20,644,YES,1,$25600,Dec-09,2009,,
5993,1926,Discover,Credit,6892639215588420,Jul-20,873,YES,1,$9100,Dec-10,2013,,
1160,1926,Visa,Debit,4833362009066620,Sep-23,611,NO,2,$793,Feb-08,2008,,
5439,1926,Visa,Credit,4661245088949270,Feb-22,138,YES,2,$4200,Nov-05,2011,,
2417,27,Mastercard,Credit,5054102481336550,Jun-23,835,YES,2,$9900,Apr-01,2007,,
5383,27,Visa,Debit,4102856768520780,May-22,534,YES,1,$15082,Nov-02,2006,,
2631,27,Discover,Credit,6392121692006580,Nov-23,277,YES,1,$13100,Apr-10,2013,,
5025,27,Mastercard,Debit,5844706815586000,Feb-22,961,YES,2,$1385,Oct-05,2012,,
1051,27,Mastercard,Debit,5596899870960480,Jun-22,269,YES,2,$26506,Feb-05,2008,,
3055,27,Mastercard,Debit,5876088623884850,Dec-14,299,NO,1,$10488,May-10,2010,,
578,27,Mastercard,Credit,5098820482811220,Mar-22,546,YES,2,$7000,Jan-20,2020,,
4035,27,Mastercard,Debit (Prepaid),5670263614078850,Jul-24,491,YES,1,$61,Jul-15,2015,,
4131,365,Mastercard,Debit,5858026767803910,May-21,936,YES,2,$8923,Aug-04,2014,,
3191,50,Mastercard,Debit,5332822054530190,Jul-20,842,YES,2,$29474,May-17,2017,,
5194,50,Mastercard,Debit,5735247274529260,Feb-17,131,YES,2,$25612,Oct-10,2010,,
247,50,Visa,Credit,4319140159818940,Jun-23,418,YES,2,$12700,Jan-10,2010,,
5471,50,Visa,Debit,4816947607499080,Feb-21,329,NO,2,$9781,Nov-06,2014,,
1886,653,Visa,Credit,4219659798225500,Jun-21,560,YES,2,$12900,Feb-20,2020,,
836,743,Visa,Debit,4492886045960830,Oct-22,219,YES,1,$20582,Jan-20,2020,,
1026,743,Visa,Debit,4251505296439830,Nov-23,630,YES,1,$9998,Feb-03,2010,,
1270,743,Mastercard,Debit,5434039936536220,Jan-22,58,YES,1,$11664,Feb-11,2011,,
837,999,Visa,Debit,4176536655394790,Dec-24,735,YES,2,$27813,Jan-20,2020,,
579,999,Mastercard,Credit,5084890972780150,Feb-20,704,YES,2,$11700,Jan-20,2020,,
580,999,Mastercard,Debit,5776578098565130,Jan-20,428,YES,1,$19286,Jan-20,2020,,
581,999,Mastercard,Debit,5938238674613510,Dec-23,970,YES,1,$22868,Jan-20,2020,,
5396,940,Visa,Credit,4865215431636920,Apr-18,389,YES,1,$15400,Nov-03,2009,,
273,940,Mastercard,Debit,5543612189896620,Sep-24,0,YES,2,$26534,Jan-11,2011,,
3726,940,Amex,Credit,341920835415537,Feb-11,577,YES,2,$11100,Jul-05,2012,,
5117,940,Mastercard,Debit,5790687100361010,Apr-20,543,YES,3,$7446,Oct-08,2015,,
2047,940,Mastercard,Debit,5065594473717170,Jan-20,573,NO,2,$12607,Mar-03,2015,,
2224,940,Mastercard,Debit,5712388411358840,Mar-24,375,YES,2,$1053,Mar-09,2011,,
3986,534,Visa,Debit,4434834942514580,Apr-21,392,YES,1,$24424,Jul-11,2011,,
3645,534,Visa,Debit,4620908286307570,Aug-22,924,YES,2,$22330,Jun-19,2019,,
336,534,Visa,Debit,4357162101921890,Apr-24,602,YES,2,$32659,Jan-14,2014,,
1615,1460,Mastercard,Debit,5404676809155780,Jan-21,360,YES,1,$8822,Feb-20,2020,,
1887,1460,Visa,Debit,4536446657466640,Mar-20,729,YES,1,$3549,Feb-20,2020,,
4068,59,Mastercard,Debit,5139260275619900,Dec-18,356,YES,1,$14939,Jul-18,2018,,
1391,59,Mastercard,Debit (Prepaid),5366605660821200,Jul-21,820,YES,2,$56,Feb-19,2019,,
1001,59,Mastercard,Credit,5722261582120030,Jun-21,765,YES,2,$8800,Feb-02,2013,,
3658,59,Visa,Credit,4920403884145610,Aug-20,862,YES,1,$9300,Jul-00,2008,,
5195,59,Mastercard,Credit,5287886813527770,Sep-21,710,YES,1,$6800,Oct-10,2010,,
2087,59,Mastercard,Debit,5273002914346430,Mar-20,208,YES,2,$12210,Mar-05,2009,,
1145,59,Mastercard,Debit,5731961436914510,Aug-20,348,YES,2,$6397,Feb-08,2015,,
5084,1908,Mastercard,Debit (Prepaid),5729782750338520,Mar-24,682,YES,1,$92,Oct-07,2007,,
2737,1908,Visa,Debit,4667494597335920,Apr-16,716,YES,1,$23053,Apr-14,2014,,
5945,1908,Visa,Credit,4321453382786720,Nov-24,699,YES,1,$14900,Dec-08,2011,,
2461,1908,Mastercard,Debit,5586848851452350,Dec-21,999,YES,2,$27046,Apr-04,2015,,
4032,1908,Amex,Credit,375809277251923,Feb-24,763,NO,1,$2900,Jul-15,2015,,
582,1436,Mastercard,Debit,5305112976234170,Dec-22,182,YES,1,$10427,Jan-20,2020,,
1616,1436,Mastercard,Debit,5936573293417590,Feb-20,173,YES,1,$8163,Feb-20,2020,,
1888,1436,Visa,Debit,4551396345815630,Oct-21,834,YES,2,$26599,Feb-20,2020,,
1617,1436,Mastercard,Credit,5754933315571730,Aug-24,524,YES,2,$3600,Feb-20,2020,,
583,1230,Mastercard,Debit (Prepaid),5644009999089880,Jul-21,745,YES,2,$68,Jan-20,2020,,
1618,324,Mastercard,Debit,5946098082933880,Feb-20,492,YES,1,$37661,Feb-20,2020,,
1889,324,Visa,Credit,4177846249033050,Aug-24,974,YES,1,$21400,Feb-20,2020,,
1619,324,Mastercard,Debit,5014002698424630,Jan-22,789,YES,2,$31271,Feb-20,2020,,
5007,992,Mastercard,Credit,5113385398145640,Mar-11,64,YES,1,$20800,Oct-04,2007,,
4511,992,Mastercard,Credit,5848472394865250,Oct-20,65,YES,2,$9000,Sep-01,2010,,
4928,992,Mastercard,Credit,5691724269449730,Mar-24,70,NO,1,$13100,Oct-96,2012,,
3108,992,Visa,Debit,4374177951721870,Dec-23,692,NO,2,$23636,May-11,2013,,
3647,198,Amex,Credit,308172687372686,Aug-22,784,YES,1,$8200,Jul-98,2013,,
305,198,Visa,Credit,4539993816741440,Mar-23,11,YES,1,$6900,Jan-12,2012,,
3177,198,Mastercard,Debit,5101124751213930,Nov-22,652,YES,2,$13689,May-16,2016,,
584,1017,Mastercard,Debit,5826135241607420,Feb-20,122,YES,2,$5836,Jan-20,2020,,
4638,1813,Mastercard,Credit,5920524223877090,Nov-24,661,NO,1,$12300,Sep-07,2008,,
5196,1813,Mastercard,Credit,5098671138116670,Dec-11,455,YES,1,$7900,Oct-10,2010,,
4591,1813,Visa,Credit,4281927270188110,Mar-21,372,YES,1,$13500,Sep-05,2013,,
101,1813,Mastercard,Debit (Prepaid),5548793272738670,Apr-24,233,YES,1,$41,Jan-06,2010,,
838,1989,Visa,Credit,4133581250475930,Oct-22,896,YES,1,$16400,Jan-20,2020,,
2984,1989,Visa,Debit,4556637634817260,Mar-23,126,YES,2,$16293,May-08,2009,,
4036,1989,Mastercard,Credit,5131036676128150,Aug-24,342,YES,2,$14300,Jul-15,2015,,
3800,1989,Amex,Credit,387783458708691,Mar-24,124,YES,1,$21200,Jul-07,2011,,
3128,1148,Visa,Debit,4536763812166730,Jan-21,475,YES,1,$11068,May-12,2012,,
585,1148,Mastercard,Debit,5796942838820070,Oct-21,291,NO,1,$14835,Jan-20,2020,,
5804,1148,Amex,Credit,310838708616037,Mar-22,96,NO,2,$9300,Dec-04,2014,,
1286,1148,Visa,Credit,4074614873243590,Dec-20,16,YES,1,$9400,Feb-11,2011,,
4132,872,Mastercard,Debit,5495672050218580,Feb-22,792,YES,1,$12566,Aug-04,2015,,
3131,872,Discover,Credit,6591224063219770,Oct-20,174,YES,2,$4100,May-13,2013,,
5609,872,Mastercard,Credit,5418010568255290,Jun-18,205,YES,2,$7400,Nov-10,2012,,
5064,872,Visa,Credit,4361264242552150,Dec-21,440,YES,2,$4200,Oct-06,2011,,
5933,458,Mastercard,Debit,5915885449164030,Oct-22,744,YES,1,$14388,Dec-08,2015,,
4177,458,Mastercard,Debit (Prepaid),5855592283767120,Dec-20,132,YES,1,$63,Aug-06,2014,,
2484,920,Mastercard,Credit,5388350141546010,Jan-20,278,YES,2,$8100,Apr-05,2008,,
3113,920,Amex,Credit,341587958222262,Jun-24,281,YES,2,$10000,May-12,2012,,
2758,1598,Discover,Credit,6844863173851960,Nov-24,435,YES,2,$8700,Apr-16,2016,,
3889,1598,Mastercard,Debit,5517394959961400,Oct-23,758,NO,2,$11900,Jul-09,2010,,
4776,1598,Mastercard,Credit,5631203582527410,Oct-23,995,YES,1,$5700,Sep-10,2015,,
1348,1598,Visa,Credit,4530836617790000,Jun-22,596,YES,2,$3400,Feb-14,2014,,
4657,1598,Discover,Credit,6755650709292900,May-23,220,YES,2,$5300,Sep-08,2011,,
4933,1876,Mastercard,Debit,5098350921641450,Apr-23,974,YES,1,$16082,Oct-98,2010,,
3315,1876,Mastercard,Debit,5986700523468550,Dec-20,317,YES,1,$21552,Jun-06,2006,,
5708,1876,Mastercard,Debit,5705118094307240,Aug-22,295,YES,1,$29037,Nov-15,2015,,
2881,1876,Mastercard,Debit,5865202589439150,Dec-06,927,YES,2,$19107,May-05,2005,,
5051,1876,Mastercard,Debit,5920582128586060,Mar-12,387,YES,2,$26562,Oct-06,2008,,
4503,1876,Discover,Credit,6208549056774200,Jun-20,325,YES,1,$9800,Sep-00,2011,,
839,412,Visa,Credit,4867749358306180,May-23,503,YES,2,$13000,Jan-20,2020,,
586,412,Mastercard,Debit,5356595125371370,Feb-20,118,YES,2,$14733,Jan-20,2020,,
1620,412,Mastercard,Debit,5652463737028900,Feb-20,322,YES,2,$7476,Feb-20,2020,,
587,412,Mastercard,Debit (Prepaid),5620630869634940,Feb-24,155,YES,2,$60,Jan-20,2020,,
2088,190,Mastercard,Debit,5442893744984240,Jun-19,926,YES,2,$29471,Mar-05,2011,,
2496,190,Visa,Credit,4273233611719440,Oct-14,602,YES,1,$17700,Apr-05,2010,,
3851,190,Mastercard,Debit,5036287741782210,Apr-23,791,YES,2,$11969,Jul-08,2008,,
3363,190,Visa,Debit,4685370244169280,Apr-22,311,YES,2,$7946,Jun-07,2014,,
4621,190,Visa,Debit (Prepaid),4616391251053030,Jun-11,600,YES,1,$41,Sep-06,2017,,
4989,163,Mastercard,Debit,5017276941811860,Sep-23,728,YES,1,$12873,Oct-03,2008,,
2462,163,Mastercard,Debit,5113638843250390,Sep-23,734,YES,1,$17629,Apr-04,2012,,
588,567,Mastercard,Debit,5819953308753500,Dec-24,978,YES,1,$6497,Jan-20,2020,,
589,567,Mastercard,Debit (Prepaid),5461501204746610,Jul-21,921,YES,1,$67,Jan-20,2020,,
5309,567,Visa,Credit,4172901867929020,Jun-21,815,YES,1,$3300,Oct-15,2015,,
2513,503,Visa,Debit (Prepaid),4338179283608630,Jan-22,479,YES,2,$85,Apr-06,2010,,
1088,503,Mastercard,Debit (Prepaid),5499438981291340,Jun-20,547,NO,1,$39,Feb-06,2006,,
5290,469,Mastercard,Debit,5317963113167470,Aug-23,60,YES,1,$26162,Oct-14,2014,,
2686,469,Visa,Credit,4499974645760870,Dec-24,556,YES,1,$13700,Apr-11,2014,,
2619,469,Visa,Debit,4855184148394840,Jan-22,646,YES,2,$31504,Apr-09,2014,,
4178,469,Mastercard,Debit,5095105587832290,Apr-09,488,YES,2,$9010,Aug-06,2007,,
3164,1851,Mastercard,Debit,5716512774333390,Jul-24,690,YES,1,$64059,May-15,2015,,
5026,1851,Mastercard,Debit (Prepaid),5128224925042600,Mar-21,416,YES,2,$62,Oct-05,2008,,
5528,1851,Mastercard,Debit,5841318855882800,Sep-18,598,NO,2,$29601,Nov-08,2011,,
3890,1851,Mastercard,Credit,5806437154431800,Nov-12,9,YES,1,$21800,Jul-09,2014,,
6003,1851,Mastercard,Debit,5094889405071150,May-22,229,YES,2,$49790,Dec-10,2010,,
4061,1523,Visa,Debit,4219882258727400,Jan-20,656,YES,1,$13438,Jul-17,2017,,
2262,1523,Visa,Credit,4821384154009940,Sep-24,7,YES,1,$9600,Mar-10,2011,,
5509,1523,Visa,Credit,4104821247175140,Jul-21,10,YES,1,$6300,Nov-07,2007,,
4521,1523,Mastercard,Debit,5315137645798990,Apr-23,777,YES,1,$12348,Sep-02,2008,,
590,35,Mastercard,Debit,5521656165067350,Jul-20,771,YES,1,$9632,Jan-20,2020,,
1621,35,Mastercard,Debit,5614214525430850,Aug-24,54,YES,2,$9490,Feb-20,2020,,
591,35,Mastercard,Debit,5745960951909790,Jan-24,921,NO,2,$32399,Jan-20,2020,,
2590,317,Visa,Debit,4367233384706340,Nov-15,188,NO,2,$12810,Apr-08,2008,,
4578,317,Mastercard,Credit,5843002193982550,Sep-12,247,YES,2,$9300,Sep-05,2014,,
5411,317,Mastercard,Debit,5285092902484410,Oct-17,930,YES,2,$7564,Nov-04,2016,,
4459,1195,Visa,Debit,4044587617721390,Nov-21,838,YES,1,$22765,Aug-16,2016,,
